id_bo_luat,toi_danh,dieu,khoan,noi_dung,nhan_dieu_luat,muc_hinh_phat,muc_hinh_phat_cao_nhat,phan_loai_toi_pham,thoi_han_dieu_tra,gia_han_dieu_tra_1,gia_han_dieu_tra_2,gia_han_dieu_tra_3,thoi_han_dieu_tra_bo_sung_vks,thoi_han_dieu_tra_bo_sung_ta,thoi_hieu,thoi_han_tam_giam,gia_han_tam_giam_1,gia_han_tam_giam_2,gia_han_tam_giam_3,gia_han_tam_giam_4
134_1,Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,134,1,"1. Người nào cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 11% đến 30% hoặc dưới 11% nhưng thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) dùng vũ khí, vật liệu nổ, hung khí nguy hiểm hoặc thủ đoạn có khả năng gây nguy hại cho nhiều người; b) dùng a-xít nguy hiểm hoặc hóa chất nguy hiểm; c) đối với người dưới 16 tuổi, phụ nữ mà biết là có thai, người già yếu, ốm đau hoặc người khác không có khả năng tự vệ; d) đối với ông, bà, cha, mẹ, thầy giáo, cô giáo của mình, người nuôi dưỡng, chữa bệnh cho mình; đ) có tổ chức; e) lợi dụng chức vụ, quyền hạn; g) trong thời gian đang bị giữ, tạm giữ, tạm giam, đang chấp hành án phạt tù, đang chấp hành biện pháp giáo dục tại trường giáo dưỡng hoặc đang chấp hành biện pháp xử lý vi phạm hành chính đưa vào cơ sở giáo dục bắt buộc, đưa vào trường giáo dưỡng hoặc đưa vào cơ sở cai nghiện bắt buộc; h) thuê gây thương tích hoặc gây tổn hại cho sức khỏe của người khác hoặc gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do được thuê; i) có tính chất côn đồ; k) đối với người đang thi hành công vụ hoặc vì lý do công vụ của nạn nhân.","Khoản 1, Điều 134 - Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác",Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
134_2,Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,134,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 06 năm: a) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 11% đến 30%; c) phạm tội 02 lần trở lên; d) tái phạm nguy hiểm; đ) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 11% đến 30% nhưng thuộc một trong các trường hợp quy định tại các điểm từ điểm a đến điểm k khoản 1 điều này.","Khoản 2, Điều 134 - Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác",Tù từ 02 năm đến 06 năm,Tù 06 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
134_3,Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,134,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: a) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên, nếu không thuộc trường hợp quy định tại điểm b khoản 4 điều này; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 31% đến 60%; c) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60% nhưng thuộc một trong các trường hợp quy định tại các điểm từ điểm a đến điểm k khoản 1 điều này; d) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 11% đến 30% nhưng thuộc một trong các trường hợp quy định tại các điểm từ điểm a đến điểm k khoản 1 điều này.","Khoản 3, Điều 134 - Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác",Tù từ 05 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
134_4,Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,134,4,"4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 14 năm: a) làm chết người; b) gây thương tích làm biến dạng vùng mặt của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 61% trở lên; d) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên nhưng thuộc một trong các trường hợp quy định tại các điểm từ điểm a đến điểm k khoản 1 điều này; đ) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 31% đến 60% nhưng thuộc một trong các trường hợp quy định tại các điểm từ điểm a đến điểm k khoản 1 điều này.","Khoản 4, Điều 134 - Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác",Tù từ 07 năm đến 14 năm,Tù 14 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
134_5,Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,134,5,"5. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân: a) làm chết 02 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 61% trở lên nhưng thuộc một trong các trường hợp quy định tại các điểm từ điểm a đến điểm k khoản 1 điều này.","Khoản 5, Điều 134 - Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác",Tù từ 12 năm đến 20 năm; Tù chung thân,Tù chung thân,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
135_1,Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong trạng thái tinh thần bị kích động mạnh,135,1,"1. Người nào cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60% trong trạng thái tinh thần bị kích động mạnh do hành vi trái pháp luật nghiêm trọng của nạn nhân đối với người đó hoặc đối với người thân thích của người đó, thì bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm.","Khoản 1, Điều 135 - Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong trạng thái tinh thần bị kích động mạnh",Phạt tiền từ 10000000 đồng đến 50000000 đồng; Cải tạo không giam giữ đến 03 năm,Cải tạo không giam giữ đến 3 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
136_1,Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội,136,1,"1. Người nào cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60% do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội, thì bị phạt tiền từ 5.000.000 đồng đến 20.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm.","Khoản 1, Điều 136 - Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội",Phạt tiền từ 5000000 đồng đến 20000000 đồng; Cải tạo không giam giữ đến 03 năm,Cải tạo không giam giữ đến 3 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
136_2,Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội,136,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 tháng đến 02 năm: a) đối với 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 31% đến 60%; b) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên.","Khoản 2, Điều 136 - Cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội",Tù từ 02 năm đến 06 năm,Tù 06 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
137_1,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong khi thi hành công vụ,137,1,"1. Người nào trong khi thi hành công vụ dùng vũ lực ngoài những trường hợp pháp luật cho phép gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc bị phạt tù từ 06 tháng đến 03 năm.","Khoản 1, Điều 137 - Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong khi thi hành công vụ",Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
137_2,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong khi thi hành công vụ,137,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) đối với 02 người trở lên, mà tỷ lệ tổn thương cơ thể của mỗi người 31% trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên; c) đối với người dưới 16 tuổi, phụ nữ mà biết là có thai, người già yếu, ốm đau hoặc người khác không có khả năng tự vệ.","Khoản 2, Điều 137 - Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong khi thi hành công vụ",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
138_1,Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,138,1,"1. Người nào vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%, thì bị phạt cảnh cáo, phạt tiền từ 5.000.000 đồng đến 20.000.000 đồng hoặc phạt cải tạo không giam giữ đến 01 năm.","Khoản 1, Điều 138 - Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác",Cảnh cáo; Phạt tiền từ 5.000.000 đồng đến 20000000 đồng; Cải tạo không giam giữ đến 01 năm,Cải tạo không giam giữ đến 1 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
138_2,Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,138,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ từ 01 năm đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm: a) đối với 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 31% đến 60%; b) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên.","Khoản 2, Điều 138 - Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác",Cải tạo không giam giữ từ 01 năm đến 02 năm; Tù từ 03 tháng đến 02 năm,Tù 02 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
139_1,Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính,139,1,"1. Người nào vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính mà tỷ lệ tổn thương cơ thể từ 31% đến 60%, thì bị phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 01 năm.","Khoản 1, Điều 139 - Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính",Phạt tiền từ 20000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 02 năm; Tù từ 03 tháng đến 01 năm,Tù 01 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
139_2,Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính,139,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ từ 02 năm đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) đối với 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 31% đến 60%; b) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên.","Khoản 2, Điều 139 - Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính",Cải tạo không giam giữ từ 02 năm đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
139_3,Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính,139,3,"3. Phạm tội đối với 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 61% trở lên, thì bị phạt tù từ 02 năm đến 05 năm.","Khoản 3, Điều 139 - Vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính",Tù từ 02 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
140_1,Hành hạ người khác,140,1,"1. Người nào đối xử tàn ác hoặc làm nhục người lệ thuộc mình nếu không thuộc các trường hợp quy định tại điều 185 của bộ luật này, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 03 tháng đến 02 năm.","Khoản 1, Điều 140 - Hành hạ người khác",Cải tạo không giam giữ đến 03 năm; Tù từ 03 tháng đến 02 năm,Tù 02 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
141_1,Hiếp dâm,141,1,"1. người nào dùng vũ lực, đe dọa dùng vũ lực hoặc lợi dụng tình trạng không thể tự vệ được của nạn nhân hoặc thủ đoạn khác giao cấu hoặc thực hiện hành vi quan hệ tình dục khác trái với ý muốn của nạn nhân, thì bị phạt tù từ 02 năm đến 07 năm.","Khoản 1, Điều 141 - Hiếp dâm",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
141_2,Hiếp dâm,141,2,"2. phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) có tổ chức; b) đối với người mà người phạm tội có trách nhiệm chăm sóc, giáo dục, chữa bệnh; c) nhiều người hiếp một người; d) phạm tội 02 lần trở lên; đ) đối với 02 người trở lên; e) có tính chất loạn luân; g) làm nạn nhân có thai; h) gây thương tích, gây tổn hại cho sức khỏe hoặc gây rối loạn tâm thần và hành vi của nạn nhân mà tỷ lệ tổn thương cơ thể từ 31% đến 60%; i) tái phạm nguy hiểm.","Khoản 2, Điều 141 - Hiếp dâm",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
141_3,Hiếp dâm,141,3,"3. phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân: a) gây thương tích, gây tổn hại cho sức khỏe hoặc gây rối loạn tâm thần và hành vi của nạn nhân mà tỷ lệ tổn thương cơ thể 61% trở lên; b) biết mình bị nhiễm hiv mà vẫn phạm tội; c) làm nạn nhân chết hoặc tự sát.","Khoản 3, Điều 141 - Hiếp dâm",Tù từ 12 năm đến 20 năm; Tù chung thân,Tù chung thân,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
141_4,Hiếp dâm,141,4,"4. Phạm tội đối với người từ đủ 16 tuổi đến dưới 18 tuổi, thì bị phạt tù từ 05 năm đến 10 năm.. Phạm tội thuộc một trong các trường hợp quy định tại khoản 2 hoặc khoản 3 điều này, thì bị xử phạt theo mức hình phạt quy định tại các khoản đó.","Khoản 4, Điều 141 - Hiếp dâm",Tù từ 05 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
142_1,Hiếp dâm người dưới 16 tuổi,142,1,"1. Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) dùng vũ lực, đe doạ dùng vũ lực hoặc lợi dụng tình trạng không thể tự vệ được của nạn nhân hoặc thủ đoạn khác giao cấu hoặc thực hiện hành vi quan hệ tình dục khác với người từ đủ 13 tuổi đến dưới 16 tuổi trái với ý muốn của họ; b) giao cấu hoặc thực hiện hành vi quan hệ tình dục khác với người dưới 13 tuổi.","Khoản 1, Điều 142 - Hiếp dâm người dưới 16 tuổi",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
142_2,Hiếp dâm người dưới 16 tuổi,142,2,"2. phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm: a) có tính chất loạn luân; b) làm nạn nhân có thai; c) gây thương tích, gây tổn hại cho sức khỏe hoặc gây rối loạn tâm thần và hành vi của nạn nhân mà tỷ lệ tổn thương cơ thể từ 31% đến 60%; d) đối với người mà người phạm tội có trách nhiệm chăm sóc, giáo dục, chữa bệnh; đ) phạm tội 02 lần trở lên; e) đối với 02 người trở lên; g) tái phạm nguy hiểm.","Khoản 2, Điều 142 - Hiếp dâm người dưới 16 tuổi",Tù từ 12 năm đến 20 năm,Tù 20 năm,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
142_3,Hiếp dâm người dưới 16 tuổi,142,3,"3. phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù 20 năm, tù chung thân hoặc tử hình: a) có tổ chức; b) nhiều người hiếp một người; c) đối với người dưới 10 tuổi; d) gây thương tích, gây tổn hại cho sức khỏe hoặc gây rối loạn tâm thần và hành vi của nạn nhân mà tỷ lệ tổn thương cơ thể 61% trở lên; đ) biết mình bị nhiễm hiv mà vẫn phạm tội; e) làm nạn nhân chết hoặc tự sát.","Khoản 3, Điều 142 - Hiếp dâm người dưới 16 tuổi",Tù chung thân; Tử hình,Tử hình,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
